sample_id,file_id,split_index,split_total,source_file,source_path,task_id,word_count,char_count,text,text_preview,ai_status,lipa_gi_compliant,label
CAR HISTORY 
*HIC 
RHC 
AIR HISTORY 
*HIA 
RHA 
HOTEL HISTORY 
*HIH 
RHH 
 
 
 
PNR - NON-HOMOGENEOUS  
 
 
 
  
HE NHP 
SELL FLIGHTS, PSGR ASSOCIATE 
 
SS1Y2/P2 
ADD PSGR ASSOCIATION AFTER SALE 
 
5/P2   (associate segment 5 to psgr 2) 
INCREASE NUMBER IN PARTY 
 
5/4     (change segment 5 to 4 psgrs) 
END AND RETRIEVE RECORD 
 
ER 

 
 
Function 
Sabre 
Amadeus 
 
Training Services 
 
 
 
 
 
 
7 
July 2014  
 
PNR - NON-HOMOGENEOUS (cont.) 
 
RETRIEVE ASSOCIATED LIST OF PSGRS 
 
RTAXR 
VIEW LIST OF AIR RECORD LOCATORS 
 
RL 
RETRIEVE RECORD FOR PSGR 1 
 
RT1 
  
  
  
AVAILABILITY 
 
 
 
 
HE AVAIL 
BASIC AVAILABILITY 
123OCTPDXOMA 
AD23OCTPDXOMA 
   BY DEPARTURE TIME 
123OCTPDXOMA7A 
AD23OCTPDXOMA7A 
   BY ARRIVAL TIME 
123OCTSEASFO/11A 
AA23OCTSEASFO11A 
   BY AIRLINE 
123OCTPDXORD‡UA 
AD23OCTPDXORD/AUA 
   BY DAY OF WEEK, ASSUMED CITY 
 
AD4/IAH   (4 is Thursday)  
SEVEN DAY SEARCH 
 
AD/26DECHNLSFO6A/AAA/CQ 
SYSTEM TIMETABLE  
S23FEBMIASXM/ES‡UA 
TD23FEBMIASXM/AUA   (includes connections)    
CHANGE TIMETABLE TO AVAILABILITY 
 
TCAD 
RETURN AVAILABLILITY 
1R 
ACR 
 
 
 
AVAILABILITY - CHANGE/MODIFY 
 
 
 
HE AVAIL 
DISPLAY MORE 
1* 
MD 
CHANGE DEPARTURE TIME 
1*5P 
AC5P 
CHANGE DEPARTURE DATE 
115JAN 
AC15JAN 
CHANGE DEPARTURE CITY 
1*DSEA 
ACSEA 
CHANGE DEPARTURE AND ARRIVAL 
1*SFOIAD 
ACSFOIAD 
CHANGE AIRLINE PREFERENCE 
1‡CO,AA 
AC/ACO,AA 
REDISPLAY ORIGINAL AVAILABILITY 
1*OA 
MOAD 
DISPLAY RETURN AVAILABILITY 
1R18JAN 
ACR18JAN 
 
 
 
 
 
 

 
 
Function 
Sabre 
Amadeus 
 
Training Services 
 
 
 
 
 
 
8 
July 2014  
 
AVAILABILITY - DIRECT ACCESS  
 
 
 
HE AVAIL 
DIRECT LINK AVAILABILITY 
119MAYMIABGIBW 
1BWAD19MAYMIABGI 
 
 
 
AVAILABILITY - DUAL CITY  
 
 
 
  
HE AVAIL 
DISPLAY OUTBOUND AND RETURN 
 
AD10OCTSEAIAH*15OCT 
CHANGE OUTBOUND DATE 
 
AC11OCT* 
CHANGE RETURN DATE 
 
AC*18OCT 
FIRST CITY AVAIL TO SINGLE DISPLAY 
 
ACF 
SECOND AVAIL TO SINGLE DISPLAY 
 
ACS 
MORE OUTBOUND AVAILABILITY 
 
MDF 
MORE RETURN AVAILABILITY 
 
MDS 
 
 
 
AIR SELL 
 
 
 
 
HE SELL 
FROM AVAILABILITY: 
 
 
   BASIC SELL 
01Y1 
SS1Y1 
   SELL CONNECTING SEGMENTS 
02Q1* 
SS2Q1 
   MIXED CLASS SELL 
01F1J2 
SS1FJ2 
   WAITLIST 
02Y1LL 
SS2Y1/PE 
   WAITLIST CONNECTION 
01F1F2LL 
SS1F1/PE 
LONG SELL (WITHOUT AVAILABILITY): 
 
 
   BASIC SELL  
0NW123Q18DECORDNRTNN2 
SSNW123Q18DECORDNRT2 
   WAITLIST 
0JL83Y15OCTLAXNRTLL1 
SSJL83Y15OCTLAXNRTPE1 
   OPEN SEGMENT 
0DLOPENYMIAATLDS1 
SODLYMIAATL 
ARNK 
0A 
(F4) key or SIARNK 
INSERT AFTER AND SELL 
/2/01Y1 
SS1Y1 (auto-arranges by city and date) 
SELL FROM DUAL CITY AVAILABILITY 
 
SS1Y1*11 

 
 
Function 
Sabre 
Amadeus 
 
Training Services 
 
 
 
 
 
 
9 
July 2014  
 
AIR SELL (cont.) 
 
 
ACCEPT WL CLEARANCE FOR SEG 3 
.3HK 
3/HK 
ACCEPT ALL SCHED CHGS AT ONCE 
EWR 
ERK 
 
 
 
MODIFY/CANCEL SEGMENTS 
 
 
 
 
HE SEGMENT 
REDUCE NUMBER IN PARTY 
,2 
3/2 
REARRANGE AIR SEGMENTS 
/4/2 
RS4,2 
UPDATE SEGMENT STATUS 
.3HK 
3/HK 
CANCEL ENTIRE ITINERARY 
XI 
XI 
CANCEL SEGMENT 
X2 
XE2 
CANCEL MULTIPLE SEGMENTS 
X3-5 
XE3-5 
CXL AND REBOOK SEGMENT DATE 
X1‡0011DEC 
SB11DEC 
CXL AND REBOOK SEG BY CLASS 
WC2F 
SBF2 
CXL AND REBOOK ALL SEGS CLASS 
WCAF 
SBF 
ADD RETENTION LINE 
0OTHAAGK1MIA21MAY-RETENTION LINE 
RU 1A HK1 MIA21MAY/RETENTION LINE 
CHANGE SEGMENT STATUS CODE 
.2HK 
2/HK 
REMOVE SEGMENT WITHOUT CANCEL 
.2XK 
DL2 
 
 
 
PASSIVE SEGMENTS 
 
 
 
 
HE SELL 
PASSIVE SELL – TO ISSUE TICKET 
 
 
   SHORT SELL FROM AVAILABILITY 
02Y1BK*ABCDEF 
SS2Y1/PK/ABCDEF 
   LONG SELL FROM AVAILABILITY 
0UA23Y11NOVORDLAXGK2*ABCDEF 
SSUA23Y11NOVORDLAXPK2/ABCDEF 
   FROM DUAL CITY AVAILABILITY 
 
SS1Y1/PK/ABCDEF*11/PK/ABCDEF 
PASSIVE SELL CANNOT ISSUE TICKET 
0UA23Y11NOVORDLAXYK2*ABCDEF 
SSUA23Y11NOVORDLAXGK2/ABCDEF 
 
 
 
 
 
 
 
 
 

 
 
Function 
Sabre 
Amadeus 
 
Training Services 
 
 
 
 
 
 
10 
July 2014  
 
SEATS 
 
 
 
 
HE SEATS 
DISPLAY SEAT MAP 
4G1* 
SM2 
GENERIC WINDOW 
4GA/W 
ST/W 
GENERIC AISLE 
4G2/A 
ST/A 
ASSIGN BY SEGMENT NUMBER 
4G3/A 
ST/A/S3 
ASSIGN SPECIFIC SEAT 
4G3/12C 
ST/12C/S3 
SPECIFIC SEAT MULTIPLE PSGRS 
4G2/8CD 
ST/8CD/S2 
ASSIGN SEAT BY PSGR ASSOCIATION 
4G3/7A-1.1 
ST/7A/S3/P1 
DISPLAY ASSIGNED SEATS 
*B 
RTG 
CANCEL ALL SEATS 
4GXALL 
SX 
CANCEL SPECIFIC SEAT 
4GX1 
SX4    or    XE15 
 
 
 
FLIGHT/SERVICE INFORMATION 
 
 
 
HE DO 
FROM BOOKED AIR SEGMENT 
VI*3 
DO3  
FROM ALL BOOKED AIR SEGMENTS 
VI* 
DO2-8 
BY SPECIFIC FLIGHT AND DATE 
2UA123/23AUG 
DOUA123/23AUG 
LIVE FLIFO 
2UA123 
1UADO123 
AIRCRAFT STATISTICS 
W/EQ*747 
DNE747 
 
 
 
FARE QUOTE DISPLAYS 
 
 
 
 
HE FQD 
BASIC FARE QUOTE 
FDSEAMIA 
FQDSEAMIA 
BY DEPARTURE DATE 
FDPDXDFW12MAR 
FQDPDXDFW/12MAR 
BY DEPARTURE AND RETURN DATES 
FDSFOSEA15JUL‡R23JUL 
FQDSFOSEA/15JUL*23JUL 
BY DEPART/RETURN, SPECIFIC AIRLINES 
FASFOSEA15JUL‡R23JUL-UA,AA 
FQDSFOSEA/15JUL*23JUL/AUA,AA 
BY AIRLINES 
FSSFOANC-AS,UA 
FQDSFOANC/AAS,UA 
BY PASSENGER TYPE 
FSSLAXNYCMIL 
FQDLAXNYC/R,-MIL 

 
 
Function 
Sabre 
Amadeus 
 
Training Services 
 
 
 
 
 
 
11 
July 2014 
 
FARE QUOTE DISPLAYS (cont.) 
 
 
BY DATE AND FARE TYPE 
FQPDXIAH15APRYZ-UA 
FQDPDXIAH/15APR/R,-YZ/AUA 
BY FARE TYPE 
FQPDXMSN EX 
FQDPDXMSN/R,-EX 
HISTORICAL 
FQ23DEC01SFOMIA12JAN01EX-CO 
FQDSFOMIA/R,23DEC01/ACO/R,-EX 
FARE TYPES/PSGR TYPE CODES 
 
FQL (from FQD display) or FQL* (for all) 
 
 
 
FARE QUOTE DISPLAY - CHANGES 
 
 
 
HE FQD 
CHANGE FARE QUOTE DATE 
FQ*17JUN 
FQDC/17JUN 
CHANGE BOTH DATES 
FA*15JUL‡R23JUL 
FQDC/15JUL*23JUL 
CHANGE FARE QUOTE AIRLINE 
FQ*-DL 
FQDC/ADL 
CHANGE QUOTE, FARE TYPE 
FQ*NLC 
FQDC/R,-YC 
REDISPLAY PREVIOUS FARE QUOTE 
FQ* 
MPFQD 
REVERSE CITY PAIR 
FQ*SEASFO 
FQDR 
 
 
 
FARE QUOTE DISPLAY - RULES/ROUTINGS 
 
 
 
HE FARE RULE 
RULES FROM  LINE NUMBER 
RD2 
FQN2 
DISPLAY LIST OF ALL RULES 
RD2*M 
FQN2*LI 
BY LINE FOR SPECIFIC INFORMATION 
RD2*PN 
FQN2*PE 
ROUTING BY LINE NUMBER 
RD1*RT 
FQR1 
BOOKING CODES FROM LINE  
RD6*1 
FQS6  or FQS6/AUA 
HISTORICAL RULE DISPLAY 
RD23DEC01MIALON12JAN02BO3-UA 
FQDMIALON/R,03JAN01/AUA  then FQN2 (line 2)
REDISPLAY LAST FARE RULE 
RD** 
MPFQN 
 
 
 
ITINERARY PRICING  
 
 
 
 
HE FXX 
BASIC 
WP 
FXX 
PRICE LOWEST AVAILABLE 
WPNC 
FXA 

 
 
Function 
Sabre 
Amadeus 
 
Training Services 
 
 
 
 
 
 
12 
July 2014  
 
ITINERARY PRICING (cont.) 
 
 
DISPLAY TICKETING IMAGE 
*WSA 
FQQ1 (shows tkt image for psgr 1 if multi psgr PN
PRICE LOWEST POSSIBLE 
WPNCS 
FXL 
REBOOK LOWEST AVAIL FARE 
WPNCB 
FXR 
REBOOK LOWEST AVAIL, PSGR TYPE 
WPNCB‡PCHD 
FXR/RC06 
REBOOK LOWEST AVAIL AND STORE 
WSNCB 
FXB 
PRICE, SEGMENT SELECT 
WPS3/5 
FXX/S3,5 
PRICE, NAME SELECT 
WPN1.1 
FXX/P1 
BEST PUBLISHED OR PRIVATE FARE 
 
FXR/RPFA,U 
PRICE, BY PASSENGER TYPE 
WPPMIL 
FXX/RMIL 
PRICE WITHOUT PENALTY 
WPNC‡XP 
FXX/R,*NPE 
PRICE WITH OPEN RETURN 
WPS1/2/OP 
FXX/OPEN 
PAST/FUTURE DATE PRICING 
WPNC‡B02FEB 
FXX/R,02FEB02  
ZAP OFF PERCENT AMOUNT  
WPQ/SPCL/DP15 
FXX/ZO-15P*SPCL 
ZAP OFF $ AMOUNT  
WPQ/ET25/DA25.00 
FXX/ZO-25A*ET25 
 
 
 
STORED FARES 
 
 
 
 
HE TST 
BASIC 
WS 
FXP 
SEGMENT SELECT 
WSS1/3 
FXP/S1,3 
ZAP OFF $ AND ADD TKT DESIGNATOR 
WSQ/ETCO/DA50.00 
FXP/ZO-50A*ETCO 
OVERRIDE FARE BASIS 
WSS1/3/4*QVE7N 
FXP/L1,3,4-QVE7N 
DISPLAY STORED FARE 
*WS 
TQT 
DISPLAY HISTORY OF STORED FARE 
*WSH 
TTH 
UPDATE STORED FARE 
WS 
TTU/S2-4 
DELETE 
WSDALL 
TTE 
ADD COMMISSION 
FP‡KP5 or FP‡K25.00 
FM5  or  FM25.00A 
ADD COMMISSION W/ CAP 
 
FM5/C20.00 
ADD COMMISSION/CAP AND PENALTY 
 
FM5/C20.00/XO/5/XP/25.00A 
 
 
 

 
 
Function 
Sabre 
Amadeus 
 
Training Services 
 
 
 
 
 
 
13 
July 2014  
 
MANUAL STORED FARE 
 
 
 
HE TTC 
CREATE SHELL 
W‡C 
TTC 
CREATE SHELL, SEGMENT SELECT 
W‡C‡S1/4/5 
TTC/S3,5 
STEP 1:  INSERT FARE BASIS CODES 
W‡I‡L1/2-QE14NR 
TTI/L1,2/QE14NR  
STEP 2:  BASE FARE AND TAXES 
W‡I‡Y225.00/22.50US/3.00XF 
TTI/F225.00/X22.50US/X3.00XF 
STEP 3:  FARE CALCULATION 
W‡I‡CSFO UA MIA 225.00 END XF MIA4.5 
TTI/CSFO UA MIA 225.00 USD225.00END XF MIA
DISPLAY SPECIFIC PRICING RECORD 
**W1 
TQT/T1 
CANCEL PRICING RECORD 
W‡D1 
TTE 
 
 
 
HISTORICAL FARE RECORDS  
 
 
  
HE FR 
BASIC 
 
FR   (after pricing entry, records the quote) 
WITH FREEFLOW TEXT 
 
FR/LOWER FARE NOT AVAILABLE 
RETRIEVE HISTORICAL QUOTE 
 
RHFR 
 
 
 
TICKETS/INVOICES 
 
 
 
 
HE TTP 
ISSUE TICKET ONLY 
W‡ 
TTP 
ISSUE TKT,INV, ALL PSGRS ONE INV 
W‡DIN 
TTP/INEJ 
TKT ISSUE ONE INV PER PASSENGER 
DIN‡NIALL 
INV   
TKT WITH CARRIER OVERRIDE 
W‡ADL‡DIN 
TTP/VCO/INEJ  (V*CO if carrier not in ITIN) 
ISSUE INV ONLY, ALL PSGRS ON ONE 
DPX 
INEJ 
OVERRIDE FOR PAPER TICKET 
W‡XETR 
TTP/PT 
 
 
 
PROFILES 
 
 
 
 
HE PRO 
DISPLAY AGENCY OFFICE PROFILE 
N*-Y6VO-  
PV 
DISPLAY BUSINESS. ACCT RECORD 
N*IBM 
PDN/IBM 

 
 
Function 
Sabre 
Amadeus 
 
Training Services 
 
 
 
 
 
 
14 
July 2014  
 
PROFILES (cont.) 
 
 
DISPLAY PERSONAL ACCT RECORD 
N*IBM-SMITH 
PDN/IBM-SMITH    or    PDN/-SMITH 
DISPLAY ALL TVLRS ASSOC. TO CO. 
NUIBM 
PLT//IBM 
REDISPLAY PROFILE 
N* 
PD 
DISPLAY CO. PROFILE FROM BRANCH 
N*-B4T0-AMICO 
PDN/MIAAX2150/AMICO or PDA/AMICO 
MOVE ALL A LINES AFTER DISPLAYING 
NM 
PT 
MOVE, LINE SELECTING 
NM3‡6 
PT3,6 
MOVE, RANGE OF LINES 
NM3-8,11 
PT3-8,11 
MOVE, EXCEPT SPECIFIC LINES 
NMX3 
PTX3 
LIST OF PROFILES BY ALPHA 
NLIST/A 
PDN/A 
BLIND TRANSFER 
N*OFFICE‡NM 
PBN/OFFICE 
TRANSFER ONLY LINES 
 
PTO3-20 
 
 
 
QUEUES 
 
 
 
 
HE QUEUE 
DISPLAY JUST YOUR Q CATEGORY 
 
QCA 
QUEUE COUNT ACTIVE ONLY 
QC/ALL 
QTQ 
QUEUE COUNT, SPECIFIC QUEUE  
QC/8 
QC8CE 
QUEUE COUNT, Q AND CATEGORY 
 
QC8C8 
ENTER QUEUE AND CATEGORY 
 
QS8C8 
VIEW LIST OF PNRS ON QUEUE 
Q/15/L 
QV/15 
REMOVE PNR FROM QUEUE 
QR 
QN 
IGNORE AND MOVE ON IN QUEUE 
I 
QD 
IGNORE AND EXIT 
QXI 
QI 
UPDATE, END, REMOVE, EXIT, REDISPLAY 
QXER 
QFR 
SEND TO QUEUE 
QP/8/(prefatory code) 
QE56 
SEND RECORD TO MULTIPLE QUEUES 
QP/8/7‡76/11 
QM58C2/70C2 
OPTIONAL / Q RE-MINDER 
5Q-28FEB48/(prefatory code) 
OP28FEB/48C5/FINAL PAYMENT   
 
 
 
 
 
 

 
 
Function 
Sabre 
Amadeus 
 
Training Services 
 
 
 
 
 
 
15 
July 2014  
 
CARS 
 
 
 
 
HE CAR 
STANDARD CAR AVAILABILITY 
CFDEN/23AUG-25AUG/1P-6P 
CADEN23AUG-25AUG/ARR-1P-6P 
CAR AVAILABILITY FROM AIR SEGMENT 
CF1/2/ICAR 
CAS2/VT-ICAR 
SELL FROM CAR AVAILABILITY 
0C1 
CS1 
DIRECT SELL CAR FROM AIR SEGMENT 
0CARZENN1SAN5DEC-09DEC/SCAR 
CSZES2/VT-SCAR 
REDISPLAY LAST CAR AVAILABILITY 
CF* 
MPCA OR MPCM 
CAR LIST BY CITY 
CLLMCI 
CLMCI 
CAR LIST FROM AIR SEGMENT 
CQL3 
CLS3 
DISPLAY NON-AIRPORT LOCATIONS 
CQLZEDEN 
CLZEDEN 
REQUEST AVAILABILITY FROM LIST 
CF*1 
CA xx 25SEP-2/ARR-9A-5P 
DESCRIPTION FROM SEGMENT 
 
RTSVCC2 
DESCRIPTION FROM AVAILABILITY 
CF*P1 
CT1 
CAR LOCATION POLICY 
CP*ZEDEN 
CPOZEDEN 
MODIFY A SOLD CAR SEGMENT 
CM3/CT-CCAR 
3/VT-CCAR 
 
 
 
HOTELS 
 
 
 
 
HE HOTEL 
STANDARD HOTEL AVAILABILITY 
HOTSAN/6FEB-9FEB2 
HASAN6FEB-9FEB/RT-2 
AVAILABILITY FROM PNR SEGMENT 
HOT1/1NT2 
HAS2/RT-2 
SELL FROM HOTEL AVAILABILITY 
0H1‡2/GAX3782000000000EXP 02 04-SMITH HS1/G-CCAX378200000000000EXP0204 
DIRECT SELL HOTEL 
0HHL24393/2FEB-3FEB/1A1KRAC 
HSHYMIA1232FEB-3FEB/RT-A1K 
REDISPLAY LAST HOTEL AVAILABILITY 
HOT** 
MPHA or MPHM 
HOTEL LIST BY CITY 
HOTSAN 
HLSAN 
HOTEL LIST FROM PNR SEGMENT 
HOT2 
HLS2 
HOTEL LIST BY REFERENCE POINT 
HOTFL-DISNEY WORLD 
DRPDISNEY WORLD/USFL 
DESCRIPTION FROM PNR SEGMENT 
HOD‡3 
HFS3 
DESCRIPTION FROM HTL AVAILABILITY 
HOD*3 
HF3 
MODIFY A SOLD SEGMENT 
HOM3D/13FEB-14FEB 
3/DT-13FEB-1 
 
 
 
 
 
 

 
 
Function 
Sabre 
Amadeus 
 
Training Services 
 
 
 
 
 
 
16 
July 2014 
 
CALCULATOR FUNCTION 
 
 
 
 
HE DF 
ADDITION 
T120‡25‡15 
DF120;25;15 
SUBTRACTION 
T87-24 
DF87-24 
MULTIPLICATION 
T85*5 
DF85*5 
DIVISION 
T80/4 
DF80/4 
BASE FARE FROM TOTAL 
TX/T189.00 
DF189P7.5 
DISPLAY TAX AND TOTAL 
TX/B91.74 
DF91.74P7.5 
ADD DAYS 
T30OCT‡21 
DD30OCT/21 
SUBTRACT DAYS 
T30OCT-21 
DD30OCT/-21 
 
 
 
 
 
 
MISCELLANEOUS 
 
 
 
 
 
WEATHER 
WEA/WX*SFO
GGWEASFO 
LIST OF TAXES FOR COUNTRY 
TX*AU 
FQNTAX/AU 
COUNTRY CODE AND CURRENCY 
DC*FRANCE 
DCFRANCE 
MINIMUM CONNECTING TIMES 
T*CT-JFK/AA 
DMAA/JFK/AA 
CONNECTING POINTS 
T*CP-IADBAK 
DXIADBAK 
DETERMINE MILEAGE 
WNHNLSFOSLC 
FQMHNLSFOSLC 
